Text,Verse,Book  Chapter: Verse Number
Havilah,Ophir,The First Book of Moses:  Called Genesis 10:29
Joktan,Ophir,The First Book of Moses:  Called Genesis 10:29
Jobab,Ophir,The First Book of Moses:  Called Genesis 10:29
Havilah,Joktan,The First Book of Moses:  Called Genesis 10:29
Jobab,Joktan,The First Book of Moses:  Called Genesis 10:29
Havilah,Jobab,The First Book of Moses:  Called Genesis 10:29
Mesha,Sephar,The First Book of Moses:  Called Genesis 10:30
Behold,LORD,The First Book of Moses:  Called Genesis 11:6
Babel,LORD,The First Book of Moses:  Called Genesis 11:9
Arphaxad,Shem,The First Book of Moses:  Called Genesis 11:10
Arphaxad,Shem,The First Book of Moses:  Called Genesis 11:11
Arphaxad,Salah,The First Book of Moses:  Called Genesis 11:12
Arphaxad,Salah,The First Book of Moses:  Called Genesis 11:13
Eber,Salah,The First Book of Moses:  Called Genesis 11:14
Eber,Salah,The First Book of Moses:  Called Genesis 11:15
Eber,Peleg,The First Book of Moses:  Called Genesis 11:16
Eber,Peleg,The First Book of Moses:  Called Genesis 11:17
Peleg,Reu,The First Book of Moses:  Called Genesis 11:18
Peleg,Reu,The First Book of Moses:  Called Genesis 11:19
Reu,Serug,The First Book of Moses:  Called Genesis 11:20
Reu,Serug,The First Book of Moses:  Called Genesis 11:21
Nahor,Serug,The First Book of Moses:  Called Genesis 11:22
Nahor,Serug,The First Book of Moses:  Called Genesis 11:23
Nahor,Terah,The First Book of Moses:  Called Genesis 11:24
Nahor,Terah,The First Book of Moses:  Called Genesis 11:25
Abram,Haran,The First Book of Moses:  Called Genesis 11:26
Abram,Nahor,The First Book of Moses:  Called Genesis 11:26
Haran,Nahor,The First Book of Moses:  Called Genesis 11:26
Abram,Terah,The First Book of Moses:  Called Genesis 11:26
Nahor,Terah,The First Book of Moses:  Called Genesis 11:26
Haran,Terah,The First Book of Moses:  Called Genesis 11:26
Lot,Terah,The First Book of Moses:  Called Genesis 11:27
Abram,Haran,The First Book of Moses:  Called Genesis 11:27
Haran,Lot,The First Book of Moses:  Called Genesis 11:27
Abram,Lot,The First Book of Moses:  Called Genesis 11:27
Abram,Nahor,The First Book of Moses:  Called Genesis 11:27
Abram,Terah,The First Book of Moses:  Called Genesis 11:27
Haran,Nahor,The First Book of Moses:  Called Genesis 11:27
Lot,Nahor,The First Book of Moses:  Called Genesis 11:27
Nahor,Terah,The First Book of Moses:  Called Genesis 11:27
Haran,Terah,The First Book of Moses:  Called Genesis 11:27
Chaldees,Terah,The First Book of Moses:  Called Genesis 11:28
Haran,Ur,The First Book of Moses:  Called Genesis 11:28
Terah,Ur,The First Book of Moses:  Called Genesis 11:28
Chaldees,Haran,The First Book of Moses:  Called Genesis 11:28
Chaldees,Ur,The First Book of Moses:  Called Genesis 11:28
Haran,Terah,The First Book of Moses:  Called Genesis 11:28
Abram,Sarai,The First Book of Moses:  Called Genesis 11:29
Haran,Iscah,The First Book of Moses:  Called Genesis 11:29
Iscah,Nahor,The First Book of Moses:  Called Genesis 11:29
Nahor,Sarai,The First Book of Moses:  Called Genesis 11:29
Abram,Nahor's,The First Book of Moses:  Called Genesis 11:29
Nahor,Nahor's,The First Book of Moses:  Called Genesis 11:29
Abram,Iscah,The First Book of Moses:  Called Genesis 11:29
Abram's,Iscah,The First Book of Moses:  Called Genesis 11:29
Abram's,Nahor,The First Book of Moses:  Called Genesis 11:29
Milcah,Nahor's,The First Book of Moses:  Called Genesis 11:29
Iscah,Nahor's,The First Book of Moses:  Called Genesis 11:29
Abram,Abram's,The First Book of Moses:  Called Genesis 11:29
Abram,Nahor,The First Book of Moses:  Called Genesis 11:29
Iscah,Sarai,The First Book of Moses:  Called Genesis 11:29
Milcah,Sarai,The First Book of Moses:  Called Genesis 11:29
Milcah,Nahor,The First Book of Moses:  Called Genesis 11:29
Nahor's,Sarai,The First Book of Moses:  Called Genesis 11:29
Abram,Milcah,The First Book of Moses:  Called Genesis 11:29
Haran,Milcah,The First Book of Moses:  Called Genesis 11:29
Haran,Nahor's,The First Book of Moses:  Called Genesis 11:29
Abram's,Milcah,The First Book of Moses:  Called Genesis 11:29
Abram,Haran,The First Book of Moses:  Called Genesis 11:29
Haran,Sarai,The First Book of Moses:  Called Genesis 11:29
Abram's,Nahor's,The First Book of Moses:  Called Genesis 11:29
Iscah,Milcah,The First Book of Moses:  Called Genesis 11:29
Haran,Nahor,The First Book of Moses:  Called Genesis 11:29
Abram's,Sarai,The First Book of Moses:  Called Genesis 11:29
Abram's,Haran,The First Book of Moses:  Called Genesis 11:29
Abram,Sarai,The First Book of Moses:  Called Genesis 11:31
Lot,Ur,The First Book of Moses:  Called Genesis 11:31
Abram's,Canaan,The First Book of Moses:  Called Genesis 11:31
Canaan,Lot,The First Book of Moses:  Called Genesis 11:31
Chaldees,Sarai,The First Book of Moses:  Called Genesis 11:31
Haran,Terah,The First Book of Moses:  Called Genesis 11:31
Abram's,Terah,The First Book of Moses:  Called Genesis 11:31
Haran,Lot,The First Book of Moses:  Called Genesis 11:31
Abram,Chaldees,The First Book of Moses:  Called Genesis 11:31
Abram,Abram's,The First Book of Moses:  Called Genesis 11:31
Lot,Terah,The First Book of Moses:  Called Genesis 11:31
Sarai,Terah,The First Book of Moses:  Called Genesis 11:31
Canaan,Haran,The First Book of Moses:  Called Genesis 11:31
Chaldees,Ur,The First Book of Moses:  Called Genesis 11:31
Abram,Canaan,The First Book of Moses:  Called Genesis 11:31
Chaldees,Terah,The First Book of Moses:  Called Genesis 11:31
Abram's,Chaldees,The First Book of Moses:  Called Genesis 11:31
Abram's,Ur,The First Book of Moses:  Called Genesis 11:31
Chaldees,Lot,The First Book of Moses:  Called Genesis 11:31
Chaldees,Haran,The First Book of Moses:  Called Genesis 11:31
Sarai,Ur,The First Book of Moses:  Called Genesis 11:31
Canaan,Sarai,The First Book of Moses:  Called Genesis 11:31
Canaan,Ur,The First Book of Moses:  Called Genesis 11:31
Abram,Terah,The First Book of Moses:  Called Genesis 11:31
Canaan,Terah,The First Book of Moses:  Called Genesis 11:31
Abram,Lot,The First Book of Moses:  Called Genesis 11:31
Abram's,Sarai,The First Book of Moses:  Called Genesis 11:31
Haran,Ur,The First Book of Moses:  Called Genesis 11:31
Abram,Ur,The First Book of Moses:  Called Genesis 11:31
Abram,Haran,The First Book of Moses:  Called Genesis 11:31
Abram's,Lot,The First Book of Moses:  Called Genesis 11:31
Haran,Sarai,The First Book of Moses:  Called Genesis 11:31
Canaan,Chaldees,The First Book of Moses:  Called Genesis 11:31
Terah,Ur,The First Book of Moses:  Called Genesis 11:31
Lot,Sarai,The First Book of Moses:  Called Genesis 11:31
Abram's,Haran,The First Book of Moses:  Called Genesis 11:31
Haran,Terah,The First Book of Moses:  Called Genesis 11:32
Abram,LORD,The First Book of Moses:  Called Genesis 12:1
Abram,Get,The First Book of Moses:  Called Genesis 12:1
Get,LORD,The First Book of Moses:  Called Genesis 12:1
Haran,LORD,The First Book of Moses:  Called Genesis 12:4
Abram,Haran,The First Book of Moses:  Called Genesis 12:4
Haran,Lot,The First Book of Moses:  Called Genesis 12:4
Abram,Lot,The First Book of Moses:  Called Genesis 12:4
Abram,LORD,The First Book of Moses:  Called Genesis 12:4
LORD,Lot,The First Book of Moses:  Called Genesis 12:4
Abram,Sarai,The First Book of Moses:  Called Genesis 12:5
Abram,Haran,The First Book of Moses:  Called Genesis 12:5
Haran,Lot,The First Book of Moses:  Called Genesis 12:5
Haran,Sarai,The First Book of Moses:  Called Genesis 12:5
Abram,Lot,The First Book of Moses:  Called Genesis 12:5
Canaan,Sarai,The First Book of Moses:  Called Genesis 12:5
Canaan,Lot,The First Book of Moses:  Called Genesis 12:5
Canaan,Haran,The First Book of Moses:  Called Genesis 12:5
Abram,Canaan,The First Book of Moses:  Called Genesis 12:5
Lot,Sarai,The First Book of Moses:  Called Genesis 12:5
Canaanite,Sichem,The First Book of Moses:  Called Genesis 12:6
Canaanite,Moreh,The First Book of Moses:  Called Genesis 12:6
Abram,Sichem,The First Book of Moses:  Called Genesis 12:6
Moreh,Sichem,The First Book of Moses:  Called Genesis 12:6
Abram,Moreh,The First Book of Moses:  Called Genesis 12:6
Abram,Canaanite,The First Book of Moses:  Called Genesis 12:6
Abram,LORD,The First Book of Moses:  Called Genesis 12:7
LORD,Unto,The First Book of Moses:  Called Genesis 12:7
Abram,Unto,The First Book of Moses:  Called Genesis 12:7
Bethel,LORD,The First Book of Moses:  Called Genesis 12:8
Hai,LORD,The First Book of Moses:  Called Genesis 12:8
Bethel,Hai,The First Book of Moses:  Called Genesis 12:8
Abram,Egypt,The First Book of Moses:  Called Genesis 12:10
Egypt,Sarai,The First Book of Moses:  Called Genesis 12:11
Behold,Egypt,The First Book of Moses:  Called Genesis 12:11
Behold,Sarai,The First Book of Moses:  Called Genesis 12:11
Abram,Egypt,The First Book of Moses:  Called Genesis 12:14
Pharaoh,Pharaoh's,The First Book of Moses:  Called Genesis 12:15
Abram's,LORD,The First Book of Moses:  Called Genesis 12:17
Pharaoh,Sarai,The First Book of Moses:  Called Genesis 12:17
Abram's,Pharaoh,The First Book of Moses:  Called Genesis 12:17
LORD,Pharaoh,The First Book of Moses:  Called Genesis 12:17
LORD,Sarai,The First Book of Moses:  Called Genesis 12:17
Abram's,Sarai,The First Book of Moses:  Called Genesis 12:17
Abram,Pharaoh,The First Book of Moses:  Called Genesis 12:18
Egypt,Lot,The First Book of Moses:  Called Genesis 13:1
Abram,Egypt,The First Book of Moses:  Called Genesis 13:1
Abram,Lot,The First Book of Moses:  Called Genesis 13:1
Bethel,Hai,The First Book of Moses:  Called Genesis 13:3
Abram,LORD,The First Book of Moses:  Called Genesis 3:4
Abram,Lot,The First Book of Moses:  Called Genesis 13:5
Canaanite,Perizzite,The First Book of Moses:  Called Genesis 13:7
Abram's,Canaanite,The First Book of Moses:  Called Genesis 13:7
Lot's,Perizzite,The First Book of Moses:  Called Genesis 13:7
Abram's,Perizzite,The First Book of Moses:  Called Genesis 13:7
Canaanite,Lot's,The First Book of Moses:  Called Genesis 13:7
Abram's,Lot's,The First Book of Moses:  Called Genesis 13:7
Abram,Let,The First Book of Moses:  Called Genesis 13:8
Let,Lot,The First Book of Moses:  Called Genesis 13:8
Abram,Lot,The First Book of Moses:  Called Genesis 13:8
Egypt,LORD,The First Book of Moses:  Called Genesis 13:10
LORD,Zoar,The First Book of Moses:  Called Genesis 13:10
Gomorrah,Sodom,The First Book of Moses:  Called Genesis 13:10
Jordan,LORD,The First Book of Moses:  Called Genesis 13:10
Jordan,Lot,The First Book of Moses:  Called Genesis 13:10
Gomorrah,Zoar,The First Book of Moses:  Called Genesis 13:10
LORD,Sodom,The First Book of Moses:  Called Genesis 13:10
Egypt,Lot,The First Book of Moses:  Called Genesis 13:10
Jordan,Sodom,The First Book of Moses:  Called Genesis 13:10
Sodom,Zoar,The First Book of Moses:  Called Genesis 13:10
Lot,Zoar,The First Book of Moses:  Called Genesis 13:10
Egypt,Sodom,The First Book of Moses:  Called Genesis 13:10
Egypt,Jordan,The First Book of Moses:  Called Genesis 13:10
Gomorrah,LORD,The First Book of Moses:  Called Genesis 13:10
Gomorrah,Jordan,The First Book of Moses:  Called Genesis 13:10
LORD,Lot,The First Book of Moses:  Called Genesis 13:10
Lot,Sodom,The First Book of Moses:  Called Genesis 13:10
Gomorrah,Lot,The First Book of Moses:  Called Genesis 13:10
Egypt,Zoar,The First Book of Moses:  Called Genesis 13:10
Egypt,Gomorrah,The First Book of Moses:  Called Genesis 13:10
Jordan,Zoar,The First Book of Moses:  Called Genesis 13:10
Jordan,Lot,The First Book of Moses:  Called Genesis 13:11
Canaan,Sodom,The First Book of Moses:  Called Genesis 13:12
Abram,Lot,The First Book of Moses:  Called Genesis 13:12
Canaan,Lot,The First Book of Moses:  Called Genesis 13:12
Abram,Sodom,The First Book of Moses:  Called Genesis 13:12
Abram,Canaan,The First Book of Moses:  Called Genesis 13:12
Lot,Sodom,The First Book of Moses:  Called Genesis 13:12
LORD,Sodom,The First Book of Moses:  Called Genesis 13:13
LORD,Lift,The First Book of Moses:  Called Genesis 13:14
Abram,Lot,The First Book of Moses:  Called Genesis 13:14
Lift,Lot,The First Book of Moses:  Called Genesis 13:14
Abram,Lift,The First Book of Moses:  Called Genesis 13:14
Abram,LORD,The First Book of Moses:  Called Genesis 13:14
LORD,Lot,The First Book of Moses:  Called Genesis 13:14
LORD,Mamre,The First Book of Moses:  Called Genesis 13:18
Abram,Hebron,The First Book of Moses:  Called Genesis 13:18
Hebron,LORD,The First Book of Moses:  Called Genesis 13:18
Abram,LORD,The First Book of Moses:  Called Genesis 13:18
Hebron,Mamre,The First Book of Moses:  Called Genesis 13:18
Abram,Mamre,The First Book of Moses:  Called Genesis 13:18
Arioch,Ellasar,The First Book of Moses:  Called Genesis 14:1
Arioch,Elam,The First Book of Moses:  Called Genesis 14:1
Chedorlaomer,Ellasar,The First Book of Moses:  Called Genesis 14:1
Chedorlaomer,Elam,The First Book of Moses:  Called Genesis 14:1
Chedorlaomer,Shinar,The First Book of Moses:  Called Genesis 14:1
Amraphel,Arioch,The First Book of Moses:  Called Genesis 14:1
Arioch,Tidal,The First Book of Moses:  Called Genesis 14:1
Elam,Ellasar,The First Book of Moses:  Called Genesis 14:1
Amraphel,Shinar,The First Book of Moses:  Called Genesis 14:1
Chedorlaomer,Tidal,The First Book of Moses:  Called Genesis 14:1
Amraphel,Chedorlaomer,The First Book of Moses:  Called Genesis 14:1
Amraphel,Ellasar,The First Book of Moses:  Called Genesis 14:1
Ellasar,Shinar,The First Book of Moses:  Called Genesis 14:1
Amraphel,Elam,The First Book of Moses:  Called Genesis 14:1
Elam,Tidal,The First Book of Moses:  Called Genesis 14:1
Elam,Shinar,The First Book of Moses:  Called Genesis 14:1
Amraphel,Tidal,The First Book of Moses:  Called Genesis 14:1
Ellasar,Tidal,The First Book of Moses:  Called Genesis 14:1
Arioch,Shinar,The First Book of Moses:  Called Genesis 14:1
Arioch,Chedorlaomer,The First Book of Moses:  Called Genesis 14:1
Shinar,Tidal,The First Book of Moses:  Called Genesis 14:1
Bela,Sodom,The First Book of Moses:  Called Genesis 14:2
Zeboiim,Zoar,The First Book of Moses:  Called Genesis 14:2
Gomorrah,Zoar,The First Book of Moses:  Called Genesis 14:2
Admah,Bera,The First Book of Moses:  Called Genesis 14:2
Gomorrah,Shinab,The First Book of Moses:  Called Genesis 14:2
Bela,Birsha,The First Book of Moses:  Called Genesis 14:2
Gomorrah,Shemeber,The First Book of Moses:  Called Genesis 14:2
Gomorrah,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Shemeber,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Birsha,Sodom,The First Book of Moses:  Called Genesis 14:2
Birsha,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Bela,Shinab,The First Book of Moses:  Called Genesis 14:2
Bera,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Birsha,Zoar,The First Book of Moses:  Called Genesis 14:2
Admah,Gomorrah,The First Book of Moses:  Called Genesis 14:2
Shemeber,Shinab,The First Book of Moses:  Called Genesis 14:2
Bela,Shemeber,The First Book of Moses:  Called Genesis 14:2
Bela,Bera,The First Book of Moses:  Called Genesis 14:2
Bera,Zoar,The First Book of Moses:  Called Genesis 14:2
Bela,Gomorrah,The First Book of Moses:  Called Genesis 14:2
Admah,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Admah,Shemeber,The First Book of Moses:  Called Genesis 14:2
Bera,Sodom,The First Book of Moses:  Called Genesis 14:2
Bera,Birsha,The First Book of Moses:  Called Genesis 14:2
Admah,Zoar,The First Book of Moses:  Called Genesis 14:2
Birsha,Gomorrah,The First Book of Moses:  Called Genesis 14:2
Bera,Shinab,The First Book of Moses:  Called Genesis 14:2
Shinab,Zoar,The First Book of Moses:  Called Genesis 14:2
Shinab,Sodom,The First Book of Moses:  Called Genesis 14:2
Shemeber,Sodom,The First Book of Moses:  Called Genesis 14:2
Admah,Birsha,The First Book of Moses:  Called Genesis 14:2
Admah,Bela,The First Book of Moses:  Called Genesis 14:2
Shinab,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Gomorrah,Sodom,The First Book of Moses:  Called Genesis 14:2
Bela,Zoar,The First Book of Moses:  Called Genesis 14:2
Birsha,Shemeber,The First Book of Moses:  Called Genesis 14:2
Sodom,Zoar,The First Book of Moses:  Called Genesis 14:2
Shemeber,Zoar,The First Book of Moses:  Called Genesis 14:2
Sodom,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Birsha,Shinab,The First Book of Moses:  Called Genesis 14:2
Bera,Gomorrah,The First Book of Moses:  Called Genesis 14:2
Admah,Shinab,The First Book of Moses:  Called Genesis 14:2
Admah,Sodom,The First Book of Moses:  Called Genesis 14:2
Bera,Shemeber,The First Book of Moses:  Called Genesis 14:2
Bela,Zeboiim,The First Book of Moses:  Called Genesis 14:2
Kiriathaim,Zuzims,The First Book of Moses:  Called Genesis 14:5
Kiriathaim,Rephaims,The First Book of Moses:  Called Genesis 14:5
Rephaims,Zuzims,The First Book of Moses:  Called Genesis 14:5
Emins,Ham,The First Book of Moses:  Called Genesis 14:5
Chedorlaomer,Kiriathaim,The First Book of Moses:  Called Genesis 14:5
Shaveh,Zuzims,The First Book of Moses:  Called Genesis 14:5
Ham,Shaveh,The First Book of Moses:  Called Genesis 14:5
Karnaim,Kiriathaim,The First Book of Moses:  Called Genesis 14:5
Chedorlaomer,Karnaim,The First Book of Moses:  Called Genesis 14:5
Emins,Karnaim,The First Book of Moses:  Called Genesis 14:5
Ashteroth,Zuzims,The First Book of Moses:  Called Genesis 14:5
Ham,Rephaims,The First Book of Moses:  Called Genesis 14:5
Ashteroth,Chedorlaomer,The First Book of Moses:  Called Genesis 14:5
Ashteroth,Ham,The First Book of Moses:  Called Genesis 14:5
Ham,Zuzims,The First Book of Moses:  Called Genesis 14:5
Ashteroth,Karnaim,The First Book of Moses:  Called Genesis 14:5
Chedorlaomer,Emins,The First Book of Moses:  Called Genesis 14:5
Karnaim,Zuzims,The First Book of Moses:  Called Genesis 14:5
Ashteroth,Shaveh,The First Book of Moses:  Called Genesis 14:5
Emins,Rephaims,The First Book of Moses:  Called Genesis 14:5
Kiriathaim,Shaveh,The First Book of Moses:  Called Genesis 14:5
Emins,Kiriathaim,The First Book of Moses:  Called Genesis 14:5
